transaction_id,date,gross_sales,units_sold,manufacturing_cost,freight_cost,marketing_cost,cogs,net_sales,profit_loss,profit_margin,fiscal_year,month,quarter,year
1225,2022-08-13,4292.1,155,1490.85,341.6,596.63,2429.08,1863.02,1134.3,26.43,FY22-23,8,3,2022
1226,2022-08-14,6633.43,156,1698.62,220.2,265.31,2184.13,4449.3,3794.06,57.2,FY22-23,8,3,2022
1227,2022-08-15,5096.42,173,865.98,327.32,333.11,1526.41,3570.01,3112.09,61.06,FY22-23,8,3,2022
1228,2022-08-16,3383.38,192,1561.66,344.32,495.1,2401.08,982.3,261.98,7.74,FY22-23,8,3,2022
1229,2022-08-17,3927.04,78,1828.24,251.16,378.88,2458.28,1468.76,731.28,18.62,FY22-23,8,3,2022
1230,2022-08-18,6019.4,184,1254.61,342.01,350.31,1946.93,4072.47,3488.39,57.95,FY22-23,8,3,2022
1231,2022-08-19,3904.45,58,2031.12,308.07,367.63,2706.82,1197.63,385.58,9.88,FY22-23,8,3,2022
1232,2022-08-20,5324.69,117,1266.28,236.88,286.46,1789.62,3535.07,2998.18,56.31,FY22-23,8,3,2022
1233,2022-08-21,5068.36,170,1069.97,328.28,381.29,1779.54,3288.82,2754.96,54.36,FY22-23,8,3,2022
1234,2022-08-22,4022.6,128,1778.42,270.93,550.92,2600.27,1422.33,642.25,15.97,FY22-23,8,3,2022
1235,2022-08-23,8215.92,158,2516.65,369.71,769.45,3655.81,4560.11,3463.37,42.15,FY22-23,8,3,2022
1236,2022-08-24,5950.88,159,1542.68,276.08,619.55,2438.31,3512.57,2781.08,46.73,FY22-23,8,3,2022
1237,2022-08-25,1962.29,185,1817.45,171.02,595.42,2583.89,-621.6,-1396.77,-71.18,FY22-23,8,3,2022
1238,2022-08-26,5279.68,46,1245.64,326.7,256.47,1828.81,3450.87,2902.23,54.97,FY22-23,8,3,2022
1239,2022-08-27,4007.32,152,879.19,322.94,517.89,1720.02,2287.3,1771.29,44.2,FY22-23,8,3,2022
1240,2022-08-28,6278.65,172,1583.13,191.89,489.96,2264.98,4013.67,3334.18,53.1,FY22-23,8,3,2022
1241,2022-08-29,3811.22,169,1662.2,375.05,543.61,2580.86,1230.36,456.1,11.97,FY22-23,8,3,2022
1242,2022-08-30,4827.9,20,1321.04,369.82,445.9,2136.76,2691.14,2050.11,42.46,FY22-23,8,3,2022
1243,2022-08-31,5757.48,147,1815.53,213.0,749.31,2777.84,2979.64,2146.29,37.28,FY22-23,8,3,2022
1244,2022-09-01,6298.63,87,1172.96,234.04,507.92,1914.92,4383.71,3809.23,60.48,FY22-23,9,3,2022
1245,2022-09-02,3199.56,86,1048.96,285.8,522.53,1857.29,1342.27,785.08,24.54,FY22-23,9,3,2022
1246,2022-09-03,4498.25,194,2030.32,224.11,205.63,2460.06,2038.19,1300.17,28.9,FY22-23,9,3,2022
1247,2022-09-04,4287.58,162,2032.67,364.04,484.0,2880.71,1406.87,542.66,12.66,FY22-23,9,3,2022
1248,2022-09-05,4020.01,11,1182.83,314.9,672.39,2170.12,1849.89,1198.85,29.82,FY22-23,9,3,2022
1249,2022-09-06,7648.18,73,2359.43,190.64,583.34,3133.41,4514.77,3574.75,46.74,FY22-23,9,3,2022
1250,2022-09-07,5607.47,44,1356.45,217.75,176.66,1750.86,3856.61,3331.35,59.41,FY22-23,9,3,2022
1251,2022-09-08,3108.67,16,1542.39,418.77,432.55,2393.71,714.96,-3.15,-0.1,FY22-23,9,3,2022
1252,2022-09-09,6376.79,94,1457.67,453.56,759.78,2671.01,3705.78,2904.48,45.55,FY22-23,9,3,2022
1253,2022-09-10,8183.23,155,1761.88,353.87,477.4,2593.15,5590.08,4812.14,58.8,FY22-23,9,3,2022
1254,2022-09-11,6548.7,76,1635.71,278.87,548.36,2462.94,4085.76,3346.88,51.11,FY22-23,9,3,2022
1255,2022-09-12,2720.95,51,1628.98,256.0,742.85,2627.83,93.12,-695.23,-25.55,FY22-23,9,3,2022
1256,2022-09-13,4273.65,127,990.22,354.97,476.81,1822.0,2451.65,1905.05,44.58,FY22-23,9,3,2022
1257,2022-09-14,6900.37,134,655.72,307.59,618.65,1581.96,5318.41,4843.82,70.2,FY22-23,9,3,2022
1258,2022-09-15,3938.5,176,2071.08,138.99,561.71,2771.78,1166.72,335.19,8.51,FY22-23,9,3,2022
1259,2022-09-16,5665.73,178,1227.28,403.19,593.77,2224.24,3441.49,2774.22,48.96,FY22-23,9,3,2022
1260,2022-09-17,6161.95,33,1475.48,434.58,556.88,2466.94,3695.01,2954.93,47.95,FY22-23,9,3,2022
1261,2022-09-18,3609.6,197,1663.4,373.73,417.86,2454.99,1154.61,418.11,11.58,FY22-23,9,3,2022
1262,2022-09-19,4910.71,55,2314.5,190.84,432.83,2938.17,1972.54,1091.09,22.22,FY22-23,9,3,2022
1263,2022-09-20,138.1,28,1580.68,236.32,371.81,2188.81,-2050.71,-2707.35,-1960.43,FY22-23,9,3,2022
1264,2022-09-21,3463.42,77,1302.6,114.23,254.04,1670.87,1792.55,1291.29,37.28,FY22-23,9,3,2022
1265,2022-09-22,4621.15,111,1238.23,459.6,686.68,2384.51,2236.64,1521.29,32.92,FY22-23,9,3,2022
1266,2022-09-23,3128.33,51,1481.32,264.33,501.51,2247.16,881.17,207.02,6.62,FY22-23,9,3,2022
1267,2022-09-24,7448.62,41,1045.32,533.33,679.12,2257.77,5190.85,4513.52,60.6,FY22-23,9,3,2022
1268,2022-09-25,2854.79,176,1514.44,495.52,734.81,2744.77,110.02,-713.41,-24.99,FY22-23,9,3,2022
1269,2022-09-26,4339.93,118,1473.99,209.66,508.01,2191.66,2148.27,1490.77,34.35,FY22-23,9,3,2022
1270,2022-09-27,5196.11,45,2320.76,229.17,302.98,2852.91,2343.2,1487.33,28.62,FY22-23,9,3,2022
1271,2022-09-28,7161.91,106,1458.2,346.62,470.57,2275.39,4886.52,4203.9,58.7,FY22-23,9,3,2022
1272,2022-09-29,2846.21,173,537.76,124.55,399.33,1061.64,1784.57,1466.08,51.51,FY22-23,9,3,2022
1273,2022-09-30,6744.75,140,2836.76,256.17,202.98,3295.91,3448.84,2460.07,36.47,FY22-23,9,3,2022
1274,2022-10-01,5015.35,82,1978.42,246.18,424.74,2649.34,2366.01,1571.21,31.33,FY22-23,10,4,2022
1275,2022-10-02,3527.74,145,2541.17,485.12,489.27,3515.56,12.18,-1042.49,-29.55,FY22-23,10,4,2022
1276,2022-10-03,5693.16,106,921.34,316.1,403.5,1640.94,4052.22,3559.94,62.53,FY22-23,10,4,2022
1277,2022-10-04,5298.59,132,1389.09,271.52,384.27,2044.88,3253.71,2640.25,49.83,FY22-23,10,4,2022
1278,2022-10-05,4099.67,79,1837.2,236.85,308.37,2382.42,1717.25,1002.52,24.45,FY22-23,10,4,2022
1279,2022-10-06,5104.7,178,1768.2,389.4,529.39,2686.99,2417.71,1611.61,31.57,FY22-23,10,4,2022
1280,2022-10-07,4422.03,22,1653.47,250.33,780.39,2684.19,1737.84,932.58,21.09,FY22-23,10,4,2022
1281,2022-10-08,5170.28,58,400.19,294.97,691.79,1386.95,3783.33,3367.24,65.13,FY22-23,10,4,2022
1282,2022-10-09,5993.2,69,643.78,236.09,598.04,1477.91,4515.29,4071.92,67.94,FY22-23,10,4,2022
1283,2022-10-10,7379.03,139,2258.76,148.25,601.31,3008.32,4370.71,3468.21,47.0,FY22-23,10,4,2022
1284,2022-10-11,3143.28,197,2347.66,200.4,480.1,3028.16,115.12,-793.33,-25.24,FY22-23,10,4,2022
1285,2022-10-12,8199.55,14,1446.67,249.8,229.32,1925.79,6273.76,5696.02,69.47,FY22-23,10,4,2022
1286,2022-10-13,2071.87,181,2195.21,273.67,444.59,2913.47,-841.6,-1715.64,-82.81,FY22-23,10,4,2022
1287,2022-10-14,4772.32,36,988.39,278.06,354.61,1621.06,3151.26,2664.94,55.84,FY22-23,10,4,2022
1288,2022-10-15,5882.48,169,1102.79,291.11,523.2,1917.1,3965.38,3390.25,57.63,FY22-23,10,4,2022
1289,2022-10-16,5421.49,158,948.86,251.13,684.98,1884.97,3536.52,2971.03,54.8,FY22-23,10,4,2022
1290,2022-10-17,4065.95,17,1075.04,434.91,796.01,2305.96,1759.99,1068.2,26.27,FY22-23,10,4,2022
1291,2022-10-18,4687.82,59,1861.35,394.8,509.69,2765.84,1921.98,1092.23,23.3,FY22-23,10,4,2022
1292,2022-10-19,4260.5,76,1068.82,286.49,249.93,1605.24,2655.26,2173.69,51.02,FY22-23,10,4,2022
1293,2022-10-20,4115.95,53,2619.87,325.43,509.4,3454.7,661.25,-375.16,-9.11,FY22-23,10,4,2022
1294,2022-10-21,6274.4,134,1730.04,262.79,513.48,2506.31,3768.09,3016.2,48.07,FY22-23,10,4,2022
1295,2022-10-22,5535.52,67,2042.26,15.65,601.83,2659.74,2875.78,2077.86,37.54,FY22-23,10,4,2022
1296,2022-10-23,3960.64,12,1744.97,302.05,497.12,2544.14,1416.5,653.26,16.49,FY22-23,10,4,2022
1297,2022-10-24,6349.4,95,2107.13,330.56,509.98,2947.67,3401.73,2517.43,39.65,FY22-23,10,4,2022
1298,2022-10-25,5460.95,79,1066.0,138.73,405.19,1609.92,3851.03,3368.05,61.68,FY22-23,10,4,2022
1299,2022-10-26,6219.29,139,2223.47,349.94,453.21,3026.62,3192.67,2284.68,36.74,FY22-23,10,4,2022
1300,2022-10-27,5944.44,181,1570.47,271.94,576.98,2419.39,3525.05,2799.23,47.09,FY22-23,10,4,2022
1301,2022-10-28,3756.51,11,2104.63,333.79,198.73,2637.15,1119.36,328.21,8.74,FY22-23,10,4,2022
1302,2022-10-29,4159.73,111,780.22,274.96,452.41,1507.59,2652.14,2199.86,52.88,FY22-23,10,4,2022
1303,2022-10-30,6120.94,44,1590.29,425.1,603.18,2618.57,3502.37,2716.8,44.39,FY22-23,10,4,2022
1304,2022-10-31,5915.56,107,1572.62,322.62,746.11,2641.35,3274.21,2481.81,41.95,FY22-23,10,4,2022
1305,2022-11-01,4968.65,39,1190.38,400.24,440.25,2030.87,2937.78,2328.52,46.86,FY22-23,11,4,2022
1306,2022-11-02,5175.99,125,1656.56,408.47,677.81,2742.84,2433.15,1610.3,31.11,FY22-23,11,4,2022
1307,2022-11-03,6916.5,17,2269.8,188.04,753.5,3211.34,3705.16,2741.76,39.64,FY22-23,11,4,2022
1308,2022-11-04,4112.64,159,1151.92,226.1,442.19,1820.21,2292.43,1746.37,42.46,FY22-23,11,4,2022
1309,2022-11-05,5820.65,53,1980.93,345.16,416.27,2742.36,3078.29,2255.58,38.75,FY22-23,11,4,2022
1310,2022-11-06,4696.71,195,936.29,263.45,472.69,1672.43,3024.28,2522.55,53.71,FY22-23,11,4,2022
1311,2022-11-07,4673.48,45,2554.72,276.14,487.71,3318.57,1354.91,359.34,7.69,FY22-23,11,4,2022
1312,2022-11-08,6648.17,86,1892.3,428.66,663.62,2984.58,3663.59,2768.22,41.64,FY22-23,11,4,2022
1313,2022-11-09,6238.12,40,2362.56,268.96,383.94,3015.46,3222.66,2318.02,37.16,FY22-23,11,4,2022
1314,2022-11-10,6220.26,56,1836.03,203.11,730.71,2769.85,3450.41,2619.46,42.11,FY22-23,11,4,2022
1315,2022-11-11,6958.22,64,1695.31,216.62,379.89,2291.82,4666.4,3978.85,57.18,FY22-23,11,4,2022
1316,2022-11-12,5031.51,115,1896.47,518.24,310.34,2725.05,2306.46,1488.95,29.59,FY22-23,11,4,2022
1317,2022-11-13,6022.93,199,1431.78,282.18,578.57,2292.53,3730.4,3042.64,50.52,FY22-23,11,4,2022
1318,2022-11-14,4534.6,167,691.08,163.58,684.58,1539.24,2995.36,2533.59,55.87,FY22-23,11,4,2022
1319,2022-11-15,5486.25,130,1723.7,123.05,526.8,2373.55,3112.7,2400.63,43.76,FY22-23,11,4,2022
1320,2022-11-16,4804.79,64,1122.25,237.54,565.26,1925.05,2879.74,2302.22,47.92,FY22-23,11,4,2022
1321,2022-11-17,5145.49,153,949.17,280.35,793.14,2022.66,3122.83,2516.03,48.9,FY22-23,11,4,2022
1322,2022-11-18,5892.74,21,1818.15,394.92,686.7,2899.77,2992.97,2123.04,36.03,FY22-23,11,4,2022
1323,2022-11-19,3772.67,154,1360.45,385.23,504.64,2250.32,1522.35,847.25,22.46,FY22-23,11,4,2022
1324,2022-11-20,8138.58,153,2013.85,299.37,435.33,2748.55,5390.03,4565.46,56.1,FY22-23,11,4,2022
1325,2022-11-21,3490.97,149,1105.53,254.58,664.26,2024.37,1466.6,859.29,24.61,FY22-23,11,4,2022
1326,2022-11-22,3178.72,145,1264.59,333.96,624.39,2222.94,955.78,288.9,9.09,FY22-23,11,4,2022
1327,2022-11-23,6737.17,12,2075.15,125.13,562.79,2763.07,3974.1,3145.18,46.68,FY22-23,11,4,2022
1328,2022-11-24,6187.49,153,1639.92,498.11,450.95,2588.98,3598.51,2821.82,45.61,FY22-23,11,4,2022
1329,2022-11-25,5936.18,39,761.34,365.41,488.54,1615.29,4320.89,3836.3,64.63,FY22-23,11,4,2022
1330,2022-11-26,5942.52,32,1628.88,386.7,477.87,2493.45,3449.07,2701.04,45.45,FY22-23,11,4,2022
1331,2022-11-27,4981.63,101,2240.62,192.58,453.44,2886.64,2094.99,1229.0,24.67,FY22-23,11,4,2022
1332,2022-11-28,3654.12,124,1260.71,428.26,409.83,2098.8,1555.32,925.68,25.33,FY22-23,11,4,2022
1333,2022-11-29,5113.71,113,1799.03,254.0,539.78,2592.81,2520.9,1743.06,34.09,FY22-23,11,4,2022
1334,2022-11-30,3984.26,127,1075.31,204.74,403.05,1683.1,2301.16,1796.23,45.08,FY22-23,11,4,2022
1335,2022-12-01,6462.68,14,1431.61,296.08,526.61,2254.3,4208.38,3532.09,54.65,FY22-23,12,4,2022
1336,2022-12-02,4779.41,113,2044.92,293.74,185.02,2523.68,2255.73,1498.63,31.36,FY22-23,12,4,2022
1337,2022-12-03,3761.75,117,1609.62,192.15,410.02,2211.79,1549.96,886.42,23.56,FY22-23,12,4,2022
1338,2022-12-04,4517.92,74,2144.63,210.51,664.75,3019.89,1498.03,592.06,13.1,FY22-23,12,4,2022
1339,2022-12-05,5619.4,130,1712.65,202.68,364.94,2280.27,3339.13,2655.05,47.25,FY22-23,12,4,2022
1340,2022-12-06,4154.41,39,2609.37,203.63,588.82,3401.82,752.59,-267.96,-6.45,FY22-23,12,4,2022
1341,2022-12-07,3766.67,158,717.54,261.19,377.41,1356.14,2410.53,2003.69,53.2,FY22-23,12,4,2022
1342,2022-12-08,5365.53,93,1391.4,161.1,616.37,2168.87,3196.66,2546.0,47.45,FY22-23,12,4,2022
1343,2022-12-09,5367.45,159,957.73,230.86,455.43,1644.02,3723.43,3230.22,60.18,FY22-23,12,4,2022
1344,2022-12-10,4239.59,41,991.88,404.51,449.5,1845.89,2393.7,1839.93,43.4,FY22-23,12,4,2022
1345,2022-12-11,4293.44,170,996.41,382.33,508.15,1886.89,2406.55,1840.48,42.87,FY22-23,12,4,2022
1346,2022-12-12,5348.07,25,1583.86,195.01,298.49,2077.36,3270.71,2647.5,49.5,FY22-23,12,4,2022
1347,2022-12-13,2827.87,47,1613.15,395.82,645.81,2654.78,173.09,-623.34,-22.04,FY22-23,12,4,2022
1348,2022-12-14,2888.8,151,1713.73,103.36,695.52,2512.61,376.19,-377.59,-13.07,FY22-23,12,4,2022
1349,2022-12-15,3922.33,45,938.47,542.91,446.0,1927.38,1994.95,1416.74,36.12,FY22-23,12,4,2022
1350,2022-12-16,4679.83,160,1337.89,430.03,578.63,2346.55,2333.28,1629.32,34.82,FY22-23,12,4,2022
1351,2022-12-17,5466.36,123,1017.85,244.03,616.84,1878.72,3587.64,3024.02,55.32,FY22-23,12,4,2022
1352,2022-12-18,7213.03,75,1967.94,338.24,486.31,2792.49,4420.54,3582.79,49.67,FY22-23,12,4,2022
1353,2022-12-19,6286.49,114,1064.87,159.91,333.76,1558.54,4727.95,4260.39,67.77,FY22-23,12,4,2022
1354,2022-12-20,4760.09,94,1393.14,306.04,739.11,2438.29,2321.8,1590.31,33.41,FY22-23,12,4,2022
1355,2022-12-21,4971.48,11,1780.15,281.63,441.12,2502.9,2468.58,1717.71,34.55,FY22-23,12,4,2022
1356,2022-12-22,3496.21,84,1192.19,216.52,408.63,1817.34,1678.87,1133.67,32.43,FY22-23,12,4,2022
1357,2022-12-23,4972.23,76,1846.94,253.14,745.82,2845.9,2126.33,1272.56,25.59,FY22-23,12,4,2022
1358,2022-12-24,4567.01,189,2298.04,243.3,591.51,3132.85,1434.16,494.31,10.82,FY22-23,12,4,2022
1359,2022-12-25,5484.08,199,1594.86,186.83,538.61,2320.3,3163.78,2467.69,45.0,FY22-23,12,4,2022
1360,2022-12-26,3759.15,160,1950.81,214.19,354.39,2519.39,1239.76,483.94,12.87,FY22-23,12,4,2022
1361,2022-12-27,5779.02,163,463.29,155.82,620.42,1239.53,4539.49,4167.63,72.12,FY22-23,12,4,2022
1362,2022-12-28,7299.11,64,1285.47,385.73,934.48,2605.68,4693.43,3911.73,53.59,FY22-23,12,4,2022
1363,2022-12-29,4836.86,15,1592.45,206.79,632.08,2431.32,2405.54,1676.14,34.65,FY22-23,12,4,2022
1364,2022-12-30,5602.57,172,973.52,177.8,574.41,1725.73,3876.84,3359.12,59.96,FY22-23,12,4,2022
1365,2022-12-31,6035.22,159,1603.82,384.15,608.16,2596.13,3439.09,2660.25,44.08,FY22-23,12,4,2022
1366,2023-01-01,4398.17,180,2029.97,336.96,450.78,2817.71,1580.46,735.15,16.71,FY22-23,1,1,2023
1367,2023-01-02,5336.14,152,560.22,380.45,449.35,1390.02,3946.12,3529.11,66.14,FY22-23,1,1,2023
1368,2023-01-03,5018.89,95,905.46,391.61,447.43,1744.5,3274.39,2751.04,54.81,FY22-23,1,1,2023
1369,2023-01-04,5146.51,69,1592.41,493.75,413.76,2499.92,2646.59,1896.61,36.85,FY22-23,1,1,2023
1370,2023-01-05,3840.49,110,1730.21,284.4,447.13,2461.74,1378.75,640.23,16.67,FY22-23,1,1,2023
1371,2023-01-06,5036.77,21,1869.04,154.24,446.43,2469.71,2567.06,1826.15,36.26,FY22-23,1,1,2023
1372,2023-01-07,5747.0,58,1555.44,327.1,463.3,2345.84,3401.16,2697.41,46.94,FY22-23,1,1,2023
1373,2023-01-08,7176.72,51,1730.76,233.1,459.1,2422.96,4753.76,4026.87,56.11,FY22-23,1,1,2023
1374,2023-01-09,6438.91,175,1951.74,204.25,536.45,2692.44,3746.47,2938.74,45.64,FY22-23,1,1,2023
1375,2023-01-10,8229.77,91,1292.77,309.99,511.82,2114.58,6115.19,5480.82,66.6,FY22-23,1,1,2023
1376,2023-01-11,3848.98,182,1195.71,386.58,525.1,2107.39,1741.59,1109.37,28.82,FY22-23,1,1,2023
1377,2023-01-12,6308.48,44,1415.75,216.4,728.34,2360.49,3947.99,3239.84,51.36,FY22-23,1,1,2023
1378,2023-01-13,5275.01,167,1599.74,427.44,511.51,2538.69,2736.32,1974.71,37.44,FY22-23,1,1,2023
1379,2023-01-14,8284.7,167,1170.86,201.04,831.63,2203.53,6081.17,5420.11,65.42,FY22-23,1,1,2023
1380,2023-01-15,3787.55,143,1303.12,275.61,552.9,2131.63,1655.92,1016.43,26.84,FY22-23,1,1,2023
1381,2023-01-16,3740.42,76,1698.85,338.63,432.91,2470.39,1270.03,528.91,14.14,FY22-23,1,1,2023
1382,2023-01-17,4100.91,89,1578.88,261.21,702.44,2542.53,1558.38,795.62,19.4,FY22-23,1,1,2023
1383,2023-01-18,1814.16,16,1407.33,122.4,488.07,2017.8,-203.64,-808.98,-44.59,FY22-23,1,1,2023
1384,2023-01-19,4211.37,189,629.47,392.74,140.95,1163.16,3048.21,2699.26,64.09,FY22-23,1,1,2023
1385,2023-01-20,3861.3,23,1498.25,237.65,499.4,2235.3,1626.0,955.41,24.74,FY22-23,1,1,2023
1386,2023-01-21,5225.59,82,1015.0,374.49,462.62,1852.11,3373.48,2817.85,53.92,FY22-23,1,1,2023
1387,2023-01-22,5512.63,152,1991.54,173.59,740.98,2906.11,2606.52,1734.69,31.47,FY22-23,1,1,2023
1388,2023-01-23,7814.26,158,1345.64,190.66,365.36,1901.66,5912.6,5342.1,68.36,FY22-23,1,1,2023
1389,2023-01-24,6425.64,172,1001.88,386.24,450.1,1838.22,4587.42,4035.95,62.81,FY22-23,1,1,2023
1390,2023-01-25,4134.64,75,1469.23,334.05,690.15,2493.43,1641.21,893.18,21.6,FY22-23,1,1,2023
1391,2023-01-26,3652.38,100,2135.35,256.14,559.16,2950.65,701.73,-183.47,-5.02,FY22-23,1,1,2023
1392,2023-01-27,5737.88,139,1815.41,335.5,474.28,2625.19,3112.69,2325.13,40.52,FY22-23,1,1,2023
1393,2023-01-28,3019.65,172,1609.96,204.6,386.53,2201.09,818.56,158.23,5.24,FY22-23,1,1,2023
1394,2023-01-29,7747.19,29,836.95,311.03,552.76,1700.74,6046.45,5536.23,71.46,FY22-23,1,1,2023
1395,2023-01-30,6769.16,19,2310.8,312.86,495.6,3119.26,3649.9,2714.12,40.1,FY22-23,1,1,2023
1396,2023-01-31,4296.24,34,1189.19,262.62,384.83,1836.64,2459.6,1908.61,44.43,FY22-23,1,1,2023
1397,2023-02-01,2430.3,34,1966.89,216.47,392.62,2575.98,-145.68,-918.47,-37.79,FY22-23,2,1,2023
1398,2023-02-02,7030.81,63,1337.32,307.02,377.83,2022.17,5008.64,4401.99,62.61,FY22-23,2,1,2023
1399,2023-02-03,4828.19,42,1918.75,294.5,351.12,2564.37,2263.82,1494.51,30.95,FY22-23,2,1,2023
1400,2023-02-04,6856.72,173,2153.44,253.42,640.11,3046.97,3809.75,2895.66,42.23,FY22-23,2,1,2023
1401,2023-02-05,2608.36,104,1824.07,196.62,619.91,2640.6,-32.24,-824.42,-31.61,FY22-23,2,1,2023
1402,2023-02-06,4100.94,23,1877.93,301.25,640.35,2819.53,1281.41,435.55,10.62,FY22-23,2,1,2023
1403,2023-02-07,5007.87,74,1450.78,253.67,500.67,2205.12,2802.75,2141.21,42.76,FY22-23,2,1,2023
1404,2023-02-08,5070.47,119,1283.02,196.53,463.61,1943.16,3127.31,2544.36,50.18,FY22-23,2,1,2023
1405,2023-02-09,4324.9,89,1569.15,304.35,466.34,2339.84,1985.06,1283.11,29.67,FY22-23,2,1,2023
1406,2023-02-10,5934.27,63,1330.04,460.83,653.17,2444.04,3490.23,2757.02,46.46,FY22-23,2,1,2023
1407,2023-02-11,3398.57,134,2733.6,263.32,226.98,3223.9,174.67,-792.5,-23.32,FY22-23,2,1,2023
1408,2023-02-12,4786.43,189,1003.82,449.78,422.83,1876.43,2910.0,2347.07,49.04,FY22-23,2,1,2023
1409,2023-02-13,5180.44,140,2001.04,511.43,366.9,2879.37,2301.07,1437.26,27.74,FY22-23,2,1,2023
1410,2023-02-14,5771.66,178,1758.6,204.66,703.98,2667.24,3104.42,2304.25,39.92,FY22-23,2,1,2023
1411,2023-02-15,6067.42,143,1614.94,300.9,428.38,2344.22,3723.2,3019.93,49.77,FY22-23,2,1,2023
1412,2023-02-16,3313.04,34,2239.94,510.37,254.6,3004.91,308.13,-593.34,-17.91,FY22-23,2,1,2023
1413,2023-02-17,2698.83,150,1649.19,287.89,533.51,2470.59,228.24,-512.94,-19.01,FY22-23,2,1,2023
1414,2023-02-18,6916.52,126,1182.55,303.68,444.48,1930.71,4985.81,4406.6,63.71,FY22-23,2,1,2023
1415,2023-02-19,5498.47,145,1645.87,133.0,416.46,2195.33,3303.14,2644.54,48.1,FY22-23,2,1,2023
1416,2023-02-20,3877.27,158,1408.41,246.83,401.0,2056.24,1821.03,1204.16,31.06,FY22-23,2,1,2023
1417,2023-02-21,7326.73,34,1751.64,355.56,395.08,2502.28,4824.45,4073.77,55.6,FY22-23,2,1,2023
1418,2023-02-22,5173.51,88,1906.54,542.93,606.28,3055.75,2117.76,1201.04,23.22,FY22-23,2,1,2023
1419,2023-02-23,6768.95,77,1070.46,280.4,533.57,1884.43,4884.52,4319.19,63.81,FY22-23,2,1,2023
1420,2023-02-24,5101.28,182,2097.67,133.74,470.31,2701.72,2399.56,1589.04,31.15,FY22-23,2,1,2023
1421,2023-02-25,8091.12,197,1372.55,159.48,335.26,1867.29,6223.83,5663.64,70.0,FY22-23,2,1,2023
1422,2023-02-26,7633.01,21,1721.81,296.42,474.67,2492.9,5140.11,4392.24,57.54,FY22-23,2,1,2023
1423,2023-02-27,4626.55,41,1808.52,417.72,539.09,2765.33,1861.22,1031.62,22.3,FY22-23,2,1,2023
1424,2023-02-28,6457.36,137,1683.69,363.74,544.8,2592.23,3865.13,3087.46,47.81,FY22-23,2,1,2023
1425,2023-03-01,5968.06,105,1445.45,346.03,524.13,2315.61,3652.45,2957.77,49.56,FY22-23,3,1,2023
1426,2023-03-02,7052.95,101,1255.7,430.91,361.61,2048.22,5004.73,4390.26,62.25,FY22-23,3,1,2023
1427,2023-03-03,3552.61,150,1365.5,227.98,139.52,1733.0,1819.61,1299.71,36.58,FY22-23,3,1,2023
1428,2023-03-04,6029.08,40,2282.59,301.91,769.94,3354.44,2674.64,1668.31,27.67,FY22-23,3,1,2023
1429,2023-03-05,6587.64,87,1067.07,247.96,303.55,1618.58,4969.06,4483.49,68.06,FY22-23,3,1,2023
1430,2023-03-06,2361.89,29,1140.38,272.85,205.26,1618.49,743.4,257.85,10.92,FY22-23,3,1,2023
1431,2023-03-07,3225.11,155,1118.43,199.37,519.58,1837.38,1387.73,836.52,25.94,FY22-23,3,1,2023
1432,2023-03-08,1941.15,69,1567.88,265.6,243.72,2077.2,-136.05,-759.21,-39.11,FY22-23,3,1,2023
1433,2023-03-09,4595.89,143,737.65,297.23,379.28,1414.16,3181.73,2757.48,60.0,FY22-23,3,1,2023
1434,2023-03-10,6076.31,169,823.22,262.85,582.33,1668.4,4407.91,3907.39,64.31,FY22-23,3,1,2023
1435,2023-03-11,7253.54,102,1369.52,283.89,765.9,2419.31,4834.23,4108.44,56.64,FY22-23,3,1,2023
1436,2023-03-12,5111.14,52,856.11,340.5,558.13,1754.74,3356.4,2829.98,55.37,FY22-23,3,1,2023
1437,2023-03-13,7442.92,139,896.86,423.87,434.13,1754.86,5688.06,5161.6,69.35,FY22-23,3,1,2023
1438,2023-03-14,2929.85,69,859.87,431.12,492.29,1783.28,1146.57,611.59,20.87,FY22-23,3,1,2023
1439,2023-03-15,2444.93,160,1076.69,376.14,228.71,1681.54,763.39,258.93,10.59,FY22-23,3,1,2023
1440,2023-03-16,4916.68,40,1865.62,174.0,432.39,2472.01,2444.67,1703.07,34.64,FY22-23,3,1,2023
1441,2023-03-17,5576.1,14,1977.85,263.96,432.53,2674.34,2901.76,2099.46,37.65,FY22-23,3,1,2023
1442,2023-03-18,4950.96,171,2459.5,272.57,523.0,3255.07,1695.89,719.37,14.53,FY22-23,3,1,2023
1443,2023-03-19,1898.84,19,2441.18,234.29,791.33,3466.8,-1567.96,-2608.0,-137.35,FY22-23,3,1,2023
1444,2023-03-20,4866.32,98,1893.16,334.24,209.48,2436.88,2429.44,1698.38,34.9,FY22-23,3,1,2023
1445,2023-03-21,3043.3,139,2013.84,140.57,438.85,2593.26,450.04,-327.94,-10.78,FY22-23,3,1,2023
1446,2023-03-22,6004.51,135,1565.55,469.36,224.97,2259.88,3744.63,3066.67,51.07,FY22-23,3,1,2023
1447,2023-03-23,5549.9,20,1759.93,419.52,424.5,2603.95,2945.95,2164.76,39.01,FY22-23,3,1,2023
1448,2023-03-24,3590.18,187,2471.8,347.82,370.31,3189.93,400.25,-556.73,-15.51,FY22-23,3,1,2023
1449,2023-03-25,4229.2,168,1685.61,293.79,275.85,2255.25,1973.95,1297.38,30.68,FY22-23,3,1,2023
